UTR Name,Direction,Left Coord,Right Coord
tdcE,R,3262319,3262618
tdcD,R,3263561,3263860
tdcC,R,3264918,3265217
tdcB,R,3265929,3266228
tdcA,R,3266966,3267265
tdcR,F,3267180,3267479
yhaB,F,3267654,3267953
yhaC,F,3268215,3268514
garK,R,3271671,3271970
garR,R,3272652,3272951
garL,R,3273458,3273757
garP,R,3274808,3275107
garD,F,3275082,3275381
prlF,F,3276802,3277101
yhaV,F,3277137,3277436
agaR,R,3278566,3278865
kbaZ,F,3278714,3279013
agaV,F,3280017,3280316
agaW,F,3280501,3280800
agaA,F,3280871,3281170
agaS,F,3281776,3282075
kbaY,F,3282943,3283242
agaB,F,3283970,3284269
agaC,F,3284485,3284784
agaD,F,3285278,3285577
agaI,F,3286070,3286369
yraH,F,3287226,3287525
yraI,F,3287890,3288189
yraJ,F,3288614,3288913
yraK,F,3291141,3291440
rsmI,R,3293236,3293535
lpoA,F,3293200,3293499
yraN,F,3295194,3295493
diaA,F,3295609,3295908
yraP,F,3296209,3296508
yraQ,R,3298039,3298338
yraR,R,3298747,3299046
yhbO,F,3298774,3299073
yhbP,R,3299816,3300115
yhbQ,F,3299766,3300065
yhbS,R,3300659,3300958
yhbT,R,3301177,3301476
yhbU,F,3301285,3301584
yhbV,F,3302289,3302588
yhbW,F,3303248,3303547
mtr,R,3305718,3306017
deaD,R,3307761,3308060
yrbN,R,3307834,3308133
nlpI,R,3308825,3309124
pnp,R,3311069,3311368
rpsO,R,3311585,3311884
truB,R,3312678,3312977
rbfA,R,3313079,3313378
infB,R,3315915,3316214
nusA,R,3317427,3317726
rimP,R,3317907,3318206
argG,F,3318437,3318736
yhbX,R,3321514,3321813
secG,R,3322406,3322705
glmM,R,3323971,3324270
folP,R,3324812,3325111
ftsH,R,3326836,3327135
rlmE,R,3327565,3327864
yhbY,F,3327590,3327889
greA,R,3328616,3328915
dacB,F,3328763,3329062
obgE,R,3331655,3331954
yhbE,R,3332636,3332935
rpmA,R,3333020,3333319
rplU,R,3333352,3333651
ispB,F,3333510,3333809
sfsB,F,3334709,3335008
murA,R,3336395,3336694
ibaG,R,3336704,3337003
mlaB,R,3337157,3337456
mlaC,R,3337792,3338091
mlaD,R,3338362,3338661
mlaE,R,3339149,3339448
mlaF,R,3339966,3340265
yrbG,F,3340075,3340374
kdsD,F,3341066,3341365
kdsC,F,3342073,3342372
lptC,F,3342636,3342935
lptA,F,3343180,3343479
lptB,F,3343744,3344043
rpoN,F,3344517,3344816
hpf,F,3345973,3346272
ptsN,F,3346378,3346677
yhbJ,F,3346915,3347214
npr,F,3347766,3348065
yrbL,F,3348252,3348551
mtgA,R,3349710,3350009
elbB,R,3350360,3350659
arcB,R,3352926,3353225
yhcC,R,3353951,3354250
gltB,F,3354525,3354824
gltD,F,3358998,3359297
gltF,F,3360976,3361275
yhcA,F,3361912,3362211
yhcD,F,3362607,3362906
insH1,R,3366619,3366918
yhcF,F,3366726,3367025
yhcG,F,3367627,3367926
yhcH,R,3369379,3369678
nanK,R,3370251,3370550
nanE,R,3370937,3371236
nanT,R,3372475,3372774
nanA,R,3373477,3373776
nanR,R,3374390,3374689
dcuD,F,3374669,3374968
sspB,R,3376677,3376976
sspA,R,3377321,3377620
rpsI,R,3378108,3378407
rplM,R,3378552,3378851
zapE,R,3379898,3380197
yhcB,F,3379991,3380290
degQ,F,3380543,3380842
degS,F,3382000,3382299
mdh,R,3384169,3384468
argR,F,3384503,3384802
yhcN,F,3385338,3385637
yhcO,R,3386030,3386329
aaeB,R,3388089,3388388
aaeA,R,3389027,3389326
aaeX,R,3389238,3389537
aaeR,F,3389320,3389619
tldD,R,3391929,3392228
yhdP,R,3396159,3396458
rng,R,3397696,3397995
yhdE,R,3398279,3398578
mreD,R,3398776,3399075
mreC,R,3399879,3400178
mreB,R,3400988,3401287
csrD,R,3403233,3403532
acuI,F,3403284,3403583
yrdF,F,3404295,3404594
yrdE,F,3404438,3404737
accB,F,3405236,3405535
accC,F,3405717,3406016
yhdT,F,3407175,3407474
panF,F,3407407,3407706
prmA,F,3408870,3409169
dusB,F,3410080,3410379
fis,F,3411071,3411370
yhdJ,F,3411453,3411752
yhdU,F,3412421,3412720
acrS,R,3413366,3413665
acrE,F,3413664,3413963
acrF,F,3414833,3415132
yhdV,F,3418190,3418489
yhdW,F,3418842,3419141
yhdX,F,3419934,3420233
yhdY,F,3421125,3421424
yhdZ,F,3422236,3422535
yrdA,F,3429036,3429335
yrdB,R,3429924,3430223
aroE,R,3430739,3431038
tsaC,R,3431316,3431615
yrdD,R,3431863,3432162
smg,R,3432365,3432664
smf,R,3433461,3433760
def,F,3433490,3433789
fmt,F,3434014,3434313
rsmB,F,3435007,3435306
trkA,F,3436318,3436617
mscL,F,3437824,3438123
arfA,R,3438550,3438849
zntR,R,3439031,3439330
yhdN,R,3439410,3439709
rplQ,R,3439900,3440199
rpoA,R,3440930,3441229
rpsD,R,3441576,3441875
rpsK,R,3441999,3442298
rpsM,R,3442372,3442671
rpmJ,R,3442635,3442934
secY,R,3443998,3444297
rplO,R,3444440,3444739
rpmD,R,3444623,3444922
rpsE,R,3445130,3445429
rplR,R,3445498,3445797
rplF,R,3446041,3446340
rpsH,R,3446446,3446745
rpsN,R,3446785,3447084
rplE,R,3447339,3447638
rplX,R,3447668,3447967
rplN,R,3448050,3448349
rpsQ,R,3448469,3448768
rpmC,R,3448660,3448959
rplP,R,3449070,3449369
rpsC,R,3449784,3450083
rplV,R,3450134,3450433
rpsS,R,3450427,3450726
rplB,R,3451265,3451564
rplW,R,3451585,3451884
rplD,R,3452187,3452486
rplC,R,3452827,3453126
rpsJ,R,3453171,3453470
gspB,R,3453828,3454127
gspA,R,3455299,3455598
gspC,F,3455378,3455677
gspD,F,3456177,3456476
gspE,F,3458139,3458438
gspF,F,3459617,3459916
gspG,F,3460823,3461122
gspH,F,3461268,3461567
gspI,F,3461774,3462073
gspJ,F,3462144,3462443
gspK,F,3462724,3463023
gspL,F,3463722,3464021
gspM,F,3464882,3465181
gspO,F,3465343,3465642
bfr,R,3466626,3466925
bfd,R,3466892,3467191
chiA,R,3469754,3470053
tufA,R,3471230,3471529
fusA,R,3473415,3473714
rpsG,R,3473982,3474281
rpsL,R,3474453,3474752
tusB,R,3474866,3475165
tusC,R,3475233,3475532
tusD,R,3475619,3475918
yheO,R,3476341,3476640
fkpA,R,3477320,3477619
slyX,F,3477440,3477739
slyD,R,3478398,3478697
yheV,R,3478693,3478992
kefB,R,3480508,3480807
kefG,R,3481062,3481361
yheS,F,3481089,3481388
yheT,F,3483002,3483301
yheU,F,3484018,3484317
prkB,F,3484290,3484589
yhfA,R,3485719,3486018
crp,F,3485920,3486219
yhfK,F,3486591,3486890
argD,R,3490081,3490380
pabA,R,3490730,3491029
fic,R,3491364,3491663
yhfG,R,3491521,3491820
ppiA,R,3492198,3492497
tsgA,F,3492368,3492667
nirB,F,3493811,3494110
nirD,F,3496351,3496650
nirC,F,3496803,3497102
cysG,F,3497628,3497927
yhfL,F,3499248,3499547
frlA,F,3499710,3500009
frlB,F,3501068,3501367
frlC,F,3502140,3502439
frlD,F,3502967,3503266
frlR,F,3503852,3504151
yhfS,R,3505921,3506220
yhfT,R,3507237,3507536
yhfU,R,3507602,3507901
php,R,3508491,3508790
yhfW,R,3509714,3510013
yhfX,R,3510877,3511176
yhfY,R,3511323,3511622
yhfZ,R,3512245,3512544
trpS,R,3513539,3513838
gph,R,3514290,3514589
rpe,R,3514960,3515259
dam,R,3515814,3516113
damX,R,3517207,3517506
aroB,R,3518387,3518686
aroK,R,3518965,3519264
hofQ,R,3520604,3520903
hofP,R,3520920,3521219
hofO,R,3521350,3521649
hofN,R,3521873,3522172
hofM,R,3522652,3522951
mrcA,F,3522671,3522970
nudE,R,3526050,3526349
yrfF,F,3526269,3526568
yrfG,F,3528469,3528768
hslR,F,3529148,3529447
hslO,F,3529574,3529873
yhgE,R,3532340,3532639
pck,F,3532618,3532917
envZ,R,3535769,3536068
ompR,R,3536485,3536784
greB,F,3536612,3536911
yhgF,F,3537185,3537484
feoA,F,3539963,3540262
feoB,F,3540207,3540506
feoC,F,3542528,3542827
yhgA,F,3542967,3543266
bioH,R,3544745,3545044
gntX,F,3544682,3544981
nfuA,F,3545424,3545723
gntT,F,3546359,3546658
malQ,R,3549971,3550270
malP,R,3552374,3552673
malT,F,3552885,3553184
rtcA,R,3556750,3557049
rtcB,R,3557980,3558279
rtcR,F,3558068,3558367
glpR,R,3560506,3560805
glpG,R,3561353,3561652
glpE,R,3561724,3562023
glpD,F,3561813,3562112
yzgL,R,3563906,3564205
glgP,R,3566482,3566781
glgA,R,3567934,3568233
glgC,R,3569229,3569528
glgX,R,3571220,3571519
glgB,R,3573403,3573702
asd,R,3574779,3575078
yhgN,F,3574871,3575170
gntU,R,3576962,3577261
gntK,R,3577493,3577792
gntR,R,3578627,3578926
yhhW,R,3579546,3579845
yhhX,R,3580706,3581005
yhhY,F,3580938,3581237
yhhZ,F,3581663,3581962
b3444,F,3583283,3583582
insB1,R,3584081,3584380
yrhB,F,3584559,3584858
ggt,R,3586724,3587023
yhhA,F,3586743,3587042
ugpQ,R,3588014,3588313
ugpC,R,3589081,3589380
ugpE,R,3589928,3590227
ugpA,R,3590812,3591111
ugpB,R,3592226,3592525
livF,R,3593338,3593637
livG,R,3594107,3594406
livM,R,3595381,3595680
livH,R,3596304,3596603
livK,R,3597461,3597760
panM,F,3597784,3598083
livJ,R,3599559,3599858
rpoH,R,3600684,3600983
ftsX,R,3601987,3602286
ftsE,R,3602648,3602947
ftsY,R,3604144,3604443
rsmD,F,3604193,3604492
yhhL,F,3604779,3605078
yhhM,R,3605511,3605810
yhhN,F,3605551,3605850
zntA,F,3606251,3606550
tusA,R,3608897,3609196
yhhQ,F,3609017,3609316
dcrB,F,3609755,3610054
yhhS,R,3611634,3611933
yhhT,F,3611665,3611964
acpT,F,3612769,3613068
nikA,F,3613467,3613766
nikB,F,3615041,3615340
nikC,F,3615982,3616281
nikD,F,3616815,3617114
nikE,F,3617576,3617875
nikR,F,3618388,3618687
rhsB,F,3618992,3619291
yhhH,F,3623199,3623498
yrhC,F,3623687,3623986
yhhI,F,3624178,3624477
yhhJ,R,3626704,3627003
rbbA,R,3629439,3629738
yhiI,R,3630503,3630802
yhiJ,R,3632491,3632790
yhiL,R,3634359,3634658
yhiM,F,3634641,3634940
yhiN,R,3637311,3637610
pitA,F,3637442,3637741
uspB,R,3639621,3639920
uspA,F,3639911,3640210
dtpB,F,3640662,3640961
rsmJ,R,3643033,3643332
prlC,R,3645083,3645382
rlmJ,F,3645185,3645484
gor,F,3646099,3646398
dinQ,R,3647689,3647988
arsR,F,3648328,3648627
arsB,F,3648735,3649034
arsC,F,3650037,3650336
insH1,R,3653099,3653398
slp,F,3653761,3654060
dctR,F,3654483,3654782
yhiD,R,3655803,3656102
hdeB,R,3656193,3656492
hdeA,R,3656641,3656940
hdeD,F,3656795,3657094
gadE,F,3658166,3658465
mdtE,F,3659032,3659331
mdtF,F,3660214,3660513
gadW,R,3664519,3664818
gadX,R,3665711,3666010
gadA,R,3667481,3667780
yhjA,R,3669089,3669388
treF,F,3669392,3669691
yhjB,R,3671795,3672094
yhjC,F,3672214,3672513
yhjD,F,3673162,3673461
yhjE,F,3674586,3674885
yhjG,R,3678251,3678550
yhjH,R,3679088,3679387
kdgK,F,3679219,3679518
yhjJ,R,3681841,3682140
dctA,R,3683348,3683647
yhjK,R,3685519,3685818
bcsC,R,3689074,3689373
bcsZ,R,3690162,3690461
bcsB,R,3692508,3692807
bcsA,R,3695137,3695436
bcsQ,R,3695886,3696185
yhjR,R,3696086,3696385
bcsE,F,3696258,3696557
bcsF,F,3697826,3698125
bcsG,F,3698014,3698313
ldrD,R,3699988,3700287
yhjV,F,3700363,3700662
dppF,R,3702769,3703068
dppD,R,3703749,3704048
dppC,R,3704662,3704961
dppB,R,3705691,3705990
dppA,R,3707606,3707905
eptB,R,3710376,3710675
yhjX,R,3711908,3712207
yhjY,R,3712835,3713134
tag,F,3712892,3713191
yiaC,F,3713452,3713751
bisC,R,3716295,3716594
yiaD,F,3716347,3716646
ghrB,F,3717110,3717409
yiaF,R,3718945,3719244
yiaG,F,3719278,3719577
cspA,F,3719849,3720148
hokA,R,3720501,3720800
mokA,R,3720533,3720832
insJ,F,3720480,3720779
insK,F,3720998,3721297
glyS,R,3724298,3724597
glyQ,R,3725219,3725518
ysaB,R,3725613,3725912
wecH,F,3725687,3725986
yiaA,R,3727262,3727561
yiaB,R,3727649,3727948
xylB,R,3729272,3729571
xylA,R,3730666,3730965
xylF,F,3730931,3731230
xylG,F,3732001,3732300
xylH,F,3733520,3733819
xylR,F,3734779,3735078
bax,R,3737078,3737377
malS,F,3737297,3737596
avtA,F,3739505,3739804
ysaA,R,3741483,3741782
yiaJ,R,3742433,3742732
yiaK,F,3742533,3742832
yiaL,F,3743543,3743842
yiaM,F,3744128,3744427
yiaN,F,3744604,3744903
yiaO,F,3745894,3746193
lyxK,F,3746884,3747183
sgbH,F,3748377,3748676
sgbU,F,3749032,3749331
sgbE,F,3749886,3750185
ysaC,R,3750815,3751114
ysaD,F,3750718,3751017
yiaT,R,3751769,3752068
yiaU,F,3751792,3752091
yiaV,R,3754000,3754299
yiaW,R,3754329,3754628
aldB,R,3756412,3756711
yiaY,R,3757728,3758027
selB,R,3759762,3760061
selA,R,3761150,3761449
yibF,R,3761856,3762155
rhsA,F,3761983,3762282
yibA,F,3766137,3766436
rhsJ,F,3767021,3767320
yibG,F,3767977,3768276
yibS,F,3768439,3768738
yibW,F,3768692,3768991
yibV,F,3769145,3769444
yibU,F,3769748,3770047
yibH,R,3771280,3771579
yibI,R,3771645,3771944
mtlA,F,3772081,3772380
mtlD,F,3774224,3774523
mtlR,F,3775372,3775671
yibT,R,3776281,3776580
yibL,F,3776465,3776764
lldP,F,3777199,3777498
lldR,F,3778854,3779153
lldD,F,3779627,3779926
trmL,F,3781015,3781314
cysE,R,3782463,3782762
gpsA,R,3783562,3783861
secB,R,3784029,3784328
grxC,R,3784343,3784642
yibN,R,3784916,3785215
gpmM,F,3785060,3785359
envC,F,3786638,3786937
yibQ,F,3787901,3788200
waaH,R,3789982,3790281
tdh,R,3791246,3791545
kbl,R,3792452,3792751
yibB,R,3793584,3793883
hldD,F,3793787,3794086
waaF,F,3794729,3795028
waaC,F,3795779,3796078
waaL,F,3796748,3797047
waaU,R,3799213,3799512
waaZ,R,3800097,3800396
waaY,R,3800866,3801165
waaR,R,3801900,3802199
waaO,R,3802959,3803258
waaB,R,3804038,3804337
waaS,R,3805017,3805316
waaP,R,3805851,3806150
waaG,R,3806968,3807267
waaQ,R,3807999,3808298
waaA,F,3808340,3808639
coaD,F,3809625,3809924
mutM,R,3811053,3811352
rpmG,R,3811318,3811617
rpmB,R,3811575,3811874
yicR,R,3812460,3812759
dfp,F,3812531,3812830
dut,F,3813732,3814031
slmA,F,3814294,3814593
pyrE,R,3815669,3815968
rph,R,3816450,3816749
yicC,F,3816476,3816775
dinD,F,3817560,3817859
yicG,F,3818674,3818973
ligB,R,3821071,3821370
gmk,F,3821228,3821527
rpoZ,F,3821906,3822205
spoT,F,3822200,3822499
trmH,F,3824315,3824614
recG,F,3825010,3825309
gltS,R,3828566,3828865
xanP,F,3828745,3829044
yicH,F,3830257,3830556
yicI,R,3834438,3834737
yicJ,R,3835830,3836129
yicT,F,3836225,3836524
setC,F,3836753,3837052
yicL,F,3838048,3838347
nlpA,R,3839894,3840193
yicS,F,3840015,3840314
nepI,R,3841640,3841939
yicN,R,3842303,3842602
adeQ,R,3843690,3843989
adeD,F,3843764,3844063
uhpT,R,3847068,3847367
uhpC,R,3848525,3848824
uhpB,R,3850037,3850336
uhpA,R,3850627,3850926
ilvN,R,3850993,3851292
ilvB,R,3852685,3852984
ivbL,R,3852889,3853188
tisB,F,3853353,3853652
emrD,F,3853722,3854021
yidF,R,3855512,3855811
yidG,R,3855871,3856170
yidH,R,3856208,3856507
yidI,F,3856215,3856514
yidJ,R,3858305,3858604
yidK,R,3860017,3860316
yidL,F,3860083,3860382
glvG,R,3861888,3862187
glvC,R,3863504,3863803
yidP,F,3863699,3863998
yidE,R,3866174,3866473
ibpB,R,3866798,3867097
ibpA,R,3867323,3867622
yidQ,F,3867528,3867827
yidR,R,3869210,3869509
cbrA,F,3869177,3869476
dgoT,R,3871631,3871930
dgoD,R,3872899,3873198
dgoA,R,3873513,3873812
dgoK,R,3874375,3874674
dgoR,R,3875061,3875360
yidX,F,3875238,3875537
yidA,R,3876853,3877152
yidB,R,3877366,3877665
gyrB,R,3880020,3880319
recF,R,3881122,3881421
dnaN,R,3882222,3882521
dnaA,R,3883630,3883929
rpmH,F,3884136,3884435
rnpA,F,3884293,3884592
yidD,F,3884616,3884915
yidC,F,3884876,3885175
mnmE,F,3886628,3886927
tnaC,F,3888235,3888534
tnaA,F,3888530,3888829
tnaB,F,3890036,3890335
mdtL,F,3891415,3891714
yidZ,F,3892565,3892864
yieE,F,3893681,3893980
chrR,F,3894452,3894751
adeP,R,3896510,3896809
yieH,F,3896574,3896873
cbrB,F,3897306,3897605
cbrC,F,3897822,3898121
yieK,R,3899294,3899593
yieL,R,3900478,3900777
bglH,R,3902121,3902420
bglB,R,3903602,3903901
bglF,R,3905498,3905797
bglG,R,3906468,3906767
phoU,R,3907479,3907778
pstB,R,3908267,3908566
pstA,R,3909340,3909639
pstC,R,3910299,3910598
pstS,R,3911426,3911725
glmS,R,3913569,3913868
glmU,R,3915101,3915400
atpC,R,3915873,3916172
atpD,R,3917276,3917575
atpG,R,3918166,3918465
atpA,R,3919758,3920057
atpH,R,3920304,3920603
atpF,R,3920789,3921088
atpE,R,3921090,3921389
atpB,R,3921952,3922251
atpI,R,3922341,3922640
rsmG,R,3923581,3923880
mnmG,R,3925534,3925833
mioC,R,3926356,3926655
asnC,R,3926904,3927203
asnA,F,3926955,3927254
viaA,R,3929504,3929803
ravA,R,3930994,3931293
kup,F,3931116,3931415
rbsD,F,3933151,3933450
rbsA,F,3933578,3933877
rbsC,F,3935088,3935387
rbsB,F,3936078,3936377
rbsK,F,3937094,3937393
rbsR,F,3938027,3938326
hsrA,R,3940513,3940812
yieP,R,3941228,3941527
hdfR,R,3947868,3948167
yifE,F,3947886,3948185
yifB,R,3949870,3950169
ilvL,F,3950122,3950421
ilvX,F,3950307,3950606
ilvG,F,3950360,3950659
ilvM,F,3952001,3952300
ilvE,F,3952284,3952583
ilvD,F,3953278,3953577
ilvA,F,3955131,3955430
ilvY,R,3957721,3958020
ilvC,F,3957770,3958069
ppiC,R,3959714,3960013
yifN,R,3960361,3960660
rep,F,3960477,3960776
gpp,R,3964130,3964429
rhlB,R,3965531,3965830
trxA,F,3965561,3965860
rho,F,3966217,3966516
wecA,F,3967716,3968015
wzzE,F,3968831,3969130
wecB,F,3969933,3970232
wecC,F,3971060,3971359
rffG,F,3972322,3972621
rffH,F,3973408,3973707
wecD,F,3974267,3974566
wecE,F,3974946,3975245
wzxE,F,3976078,3976377
wecF,F,3977325,3977624
wzyE,F,3978401,3978700
wecG,F,3979756,3980055
yifK,F,3980687,3980986
aslB,F,3982758,3983057
aslA,R,3985908,3986207
hemY,R,3987783,3988082
hemX,R,3988967,3989266
hemD,R,3989729,3990028
hemC,R,3990667,3990966
cyaA,F,3990953,3991252
cyaY,R,3993960,3994259
yifL,F,3994322,3994621
dapF,F,3994562,3994861
yigA,F,3995383,3995682
xerC,F,3996087,3996386
yigB,F,3996983,3997282
uvrD,F,3997783,3998082
yigE,R,4000957,4001256
corA,F,4001226,4001525
yigF,R,4002700,4002999
yigG,R,4003094,4003393
rarD,R,4004079,4004378
yigI,R,4004598,4004897
pldA,F,4004662,4004961
recQ,F,4005664,4005963
rhtC,F,4007557,4007856
rhtB,R,4008960,4009259
pldB,F,4008970,4009269
yigL,F,4010000,4010299
yigM,F,4010876,4011175
metR,R,4012717,4013016
metE,F,4012853,4013152
ysgA,R,4016070,4016369
udp,F,4016231,4016530
rmuC,F,4017133,4017432
ubiE,F,4018655,4018954
ubiJ,F,4019424,4019723
ubiB,F,4020026,4020325
tatA,F,4021745,4022044
tatB,F,4022018,4022317
tatC,F,4022536,4022835
tatD,F,4023354,4023653
rfaH,R,4024722,4025021
ubiD,F,4024788,4025087
fre,F,4026327,4026626
fadA,R,4028673,4028972
fadB,R,4030872,4031171
pepQ,F,4030961,4031260
yigZ,F,4032292,4032591
trkH,F,4032945,4033244
hemG,F,4034408,4034707
mobB,R,4041334,4041633
mobA,R,4041900,4042199
yihD,F,4041869,4042168
srkA,F,4042215,4042514
dsbA,F,4043218,4043517
yihF,F,4043999,4044298
yihG,R,4046503,4046802
polA,F,4046766,4047065
yihA,R,4050666,4050965
yihI,F,4051147,4051446
hemN,F,4051845,4052144
yshB,R,4053658,4053957
glnG,R,4055179,4055478
glnL,R,4056240,4056539
glnA,R,4057935,4058234
typA,F,4058207,4058506
yihL,F,4060247,4060546
yihM,F,4060965,4061264
yihN,F,4062047,4062346
ompL,R,4064196,4064495
yihO,R,4065667,4065966
yihP,R,4067095,4067394
yihQ,R,4069177,4069476
yihR,R,4070302,4070601
yihS,R,4071657,4071956
yihT,R,4072552,4072851
yihU,R,4073472,4073771
yihV,F,4073539,4073838
yihW,F,4074469,4074768
yihX,F,4075353,4075652
yihY,F,4075946,4076245
dtd,F,4076815,4077114
yiiD,F,4077249,4077548
yiiE,F,4079097,4079396
yiiF,F,4079551,4079850
fdhE,R,4081129,4081428
fdoI,R,4081761,4082060
fdoH,R,4082660,4082959
fdoG,R,4085723,4086022
fdhD,F,4085816,4086115
yiiG,F,4086802,4087101
frvR,R,4089756,4090055
frvX,R,4090826,4091125
frvB,R,4092267,4092566
frvA,R,4092724,4093023
rhaM,R,4093339,4093638
rhaD,R,4094173,4094472
rhaA,R,4095883,4096182
rhaB,R,4097349,4097648
rhaS,F,4097536,4097835
rhaR,F,4098446,4098745
rhaT,R,4100426,4100725
sodA,F,4100610,4100909
kdgT,F,4101490,4101789
yiiM,F,4102622,4102921
cpxA,R,4104876,4105175
cpxR,R,4105571,4105870
cpxP,F,4105620,4105919
fieF,F,4106269,4106568
pfkA,F,4107352,4107651
sbp,F,4108634,4108933
cdh,F,4109730,4110029
tpiA,R,4111408,4111707
yiiQ,R,4112115,4112414
yiiR,F,4112115,4112414
yiiS,F,4112767,4113066
uspD,F,4113093,4113392
fpr,R,4114373,4114672
glpX,R,4115480,4115779
glpK,R,4117123,4117422
glpF,R,4117991,4118290
zapB,F,4118315,4118614
rraA,R,4119231,4119530
menA,R,4120250,4120549
hslU,R,4121648,4121947
hslV,R,4122188,4122487
ftsN,R,4123240,4123539
cytR,R,4124357,4124656
priA,R,4126711,4127010
rpmE,F,4126813,4127112
yiiX,R,4127795,4128094
metJ,R,4128296,4128595
metB,F,4128472,4128771
metL,F,4129635,4129934
metF,F,4132416,4132715
katG,F,4133635,4133934
yijE,F,4135908,4136207
yijF,R,4137558,4137857
gldA,R,4138936,4139235
fsaB,R,4139609,4139908
frwA,R,4142122,4142421
frwC,F,4142330,4142629
frwB,F,4143424,4143723
pflD,F,4143795,4144094
pflC,F,4146058,4146357
frwD,F,4146938,4147237
yijO,R,4148218,4148517
eptC,R,4150166,4150465
ppc,R,4152999,4153298
argE,R,4154748,4155047
argC,F,4154801,4155100
argB,F,4155813,4156112
argH,F,4156650,4156949
oxyR,F,4158290,4158589
sthA,R,4160691,4160990
fabR,F,4160924,4161223
yijD,F,4161571,4161870
trmA,R,4163171,4163470
btuB,F,4163439,4163738
murI,F,4165228,4165527
murB,F,4171857,4172156
birA,F,4172882,4173181
coaA,R,4174927,4175226
tufB,F,4175744,4176043
secE,F,4177158,4177457
nusG,F,4177543,4177842
rplK,F,4178247,4178546
rplA,F,4178679,4178978
rplJ,F,4179796,4180095
rplL,F,4180360,4180659
rpoB,F,4181045,4181344
rpoC,F,4185150,4185449
yjaZ,F,4189586,4189885
thiH,R,4191769,4192068
thiG,R,4192536,4192835
thiS,R,4192738,4193037
thiF,R,4193477,4193776
thiE,R,4194105,4194404
thiC,R,4196000,4196299
rsd,R,4196709,4197008
nudC,F,4196703,4197002
hemE,F,4197516,4197815
nfi,F,4198590,4198889
yjaG,F,4199304,4199603
hupA,F,4200081,4200380
yjaH,F,4200366,4200665
zraP,R,4201589,4201888
zraS,F,4201726,4202025
zraR,F,4203120,4203419
purD,R,4205832,4206131
purH,R,4207433,4207732
yjaA,F,4213034,4213333
yjaB,R,4214024,4214323
metA,F,4214080,4214379
aceB,F,4215278,4215577
aceA,F,4216909,4217208
aceK,F,4218396,4218695
arpA,R,4222388,4222687
iclR,R,4223529,4223828
metH,F,4223628,4223927
yjbB,F,4227531,4227830
pepE,R,4230043,4230342
rluF,F,4230154,4230453
yjbD,R,4231532,4231831
lysC,R,4233134,4233433
pgi,F,4233558,4233857
yjbE,F,4235706,4236005
yjbF,F,4236062,4236361
yjbG,F,4236697,4236996
yjbH,F,4237434,4237733
yjbT,R,4239956,4240255
psiE,F,4240125,4240424
xylE,R,4242155,4242454
malG,R,4243417,4243716
malF,R,4244976,4245275
malE,R,4246320,4246619
malK,F,4246584,4246883
lamB,F,4247771,4248070
malM,F,4249354,4249653
yjbI,F,4250503,4250802
ubiC,F,4252306,4252605
ubiA,F,4252816,4253115
plsB,R,4256367,4256666
dgkA,F,4256437,4256736
lexA,F,4256915,4257214
dinF,F,4257542,4257841
yjbJ,F,4259037,4259336
zur,R,4259904,4260203
yjbL,F,4260121,4260420
yjbM,F,4260399,4260698
dusA,F,4261469,4261768
pspG,F,4262640,4262939
qorA,R,4264132,4264431
dnaB,F,4264114,4264413
alr,F,4265582,4265881
tyrB,F,4266914,4267213
yjbS,R,4268913,4269212
aphA,F,4269214,4269513
yjbQ,F,4270038,4270337
yjbR,F,4270458,4270757
uvrA,R,4273772,4274071
ssb,F,4273925,4274224
yjcB,R,4274942,4275241
yjcC,F,4275271,4275570
soxS,R,4277284,4277583
soxR,F,4277269,4277568
ghxP,F,4278279,4278578
yjcE,F,4279780,4280079
yjcF,R,4282976,4283275
actP,R,4284803,4285102
yjcH,R,4285114,4285413
acs,R,4287272,4287571
nrfA,F,4287564,4287863
nrfB,F,4289045,4289344
nrfC,F,4289608,4289907
nrfD,F,4290276,4290575
nrfE,F,4291312,4291611
nrfF,F,4292963,4293262
nrfG,F,4293343,4293642
gltP,F,4294281,4294580
yjcO,R,4297026,4297325
fdhF,R,4299267,4299566
mdtP,R,4300931,4301230
mdtO,R,4302979,4303278
mdtN,R,4304010,4304309
ytcA,R,4304304,4304603
yjcS,R,4306498,4306797
alsK,R,4307700,4307999
alsE,R,4308379,4308678
alsC,R,4309370,4309669
alsA,R,4310881,4311180
alsB,R,4311943,4312242
alsR,R,4312892,4313191
rpiB,F,4313150,4313449
yjdP,F,4313668,4313967
phnP,R,4315003,4315302
phnO,R,4315439,4315738
phnN,R,4315983,4316282
phnM,R,4317119,4317418
phnL,R,4317796,4318095
phnK,R,4318665,4318964
phnJ,R,4319507,4319806
phnI,R,4320564,4320863
phnH,R,4321148,4321447
phnG,R,4321597,4321896
phnF,R,4322323,4322622
phnE,R,4323131,4323430
phnD,R,4324253,4324552
phnC,R,4325066,4325365
yjdN,R,4325642,4325941
yjdM,R,4326635,4326934
crfC,F,4326935,4327234
yjcZ,F,4329160,4329459
proP,F,4330302,4330601
pmrR,F,4331916,4332215
basS,R,4333173,4333472
basR,R,4333851,4334150
eptA,R,4335491,4335790
adiC,R,4336932,4337231
adiY,R,4337830,4338129
adiA,R,4340422,4340721
melR,R,4341529,4341828
melA,F,4341711,4342010
melB,F,4343169,4343468
yjdF,R,4345459,4345758
